,cid,uniprot_id,tag,type,label,pdb_id
49596,118206011,Q9NWZ3,dev,-,1,4rmzB
23712,71075120,P37231,train,-,1,3e00D
41986,10983850,P08709,train,-,0,5u6jH
36798,1077534,P21554,train,-,0,5u09A
19027,738010,Q14289,train,-,0,4ekuA
13401,5330663,P11802,train,-,1,3g33C
1685,10569712,P23219,train,-,1,1eqhB
11223,23647700,Q86TI2,train,-,0,6eorD
14157,10492974,P22303,train,-,0,4bdtA
8501,44401943,O76074,train,-,1,3bjcA
8170,2095524,Q06609,train,-,0,5nwlN
1395,44371407,P23219,train,-,0,1eqhB
7705,10061448,P00533,train,-,0,5xwdA
5249,24746299,Q16539,train,-,1,3mptA
38734,57960850,Q07912,train,-,0,4hzsD
39328,11700059,O15379,train,-,1,4a69B
57909,10836526,P06401,test,unseen,1,1sqnB
36794,3785326,P21554,train,-,0,5u09A
25867,71611249,P04049,train,-,0,3omvB
49312,118206483,Q9NWZ3,train,-,1,4rmzB
41393,71230651,Q06187,train,-,1,4xi2A
44936,44382682,P05556,train,-,1,4wk4B
43631,121237916,P50579,train,-,1,1b6aA
57130,24894148,P35228,test,unseen,1,4cx7D
27953,66869004,P48067,train,-,1,4xptA
56173,90092260,P43405,test,unseen,1,4fl2A
733,715594,P14598,train,-,0,1kq6A
18910,5757570,Q15056,train,-,0,2dngA
55669,60143136,P43405,dev,-,1,4fl2A
12500,590220,P34949,train,-,0,5nw7A
13538,76745455,P11802,train,-,1,3g33C
14135,10098048,P22303,train,-,0,4bdtA
52945,44259,Q15750,train,-,1,5nzzD
328,1451311,Q05397,test,seen,0,2j0jA
31053,6538897,P49841,train,-,1,4iq6B
501,1217616,P14598,train,-,0,1kq6A
6282,1481894,Q9GZR1,train,-,0,3eayA
38967,24758044,P41597,train,-,0,5t1aA
43020,10601668,P25101,train,-,1,5xprA
12359,91897551,Q15788,train,-,0,5nwxA
37857,59493055,Q15119,train,-,0,5j71A
35971,59327180,Q9Y233,train,-,1,4dffB
4797,1966446,P05186,train,-,0,4kjgB
43504,44284627,P26010,train,-,1,3v4vD
16993,2742890,Q9Y5X4,train,-,0,4logB
22182,11705942,Q14790,train,-,0,4ps1D
41236,71239465,Q99572,train,-,1,5u2hB
2180,5329749,P24941,train,-,1,5lmkA
1034,718624,P14598,train,-,0,1kq6A
12139,44374700,P24557,train,-,1,5vcgA
4615,1103357,P05186,train,-,0,4kjgB
19081,1961208,Q14289,dev,-,0,4ekuA
43618,11510709,P50579,train,-,1,1b6aA
13646,58300040,P11802,dev,-,1,3g33C
39806,4596836,Q9UQL6,train,-,0,2vqqB
25820,44345486,P49356,train,-,1,3e37B
29031,89622472,P11362,train,-,1,1evtD
29379,10335207,P11511,dev,-,1,5jl9A
40507,71273903,Q9Y5Z0,test,seen,1,3zlqB
2101,23645059,P24941,train,-,1,5lmkA
51858,71679634,P49682,train,-,1,2lnlA
30137,49806721,P31749,train,-,0,4ejnA
29424,57339861,P17948,train,-,0,5t89Y
6179,1164709,O00482,train,-,0,3tx7B
29233,11774754,P11511,train,-,0,5jl9A
54610,16830238,P78536,dev,-,0,3g42D
51419,641818,P19438,train,-,0,1ichA
46797,89641697,P05067,test,seen,0,4pwqA
47773,5281670,Q15046,train,-,0,6chdB
52582,60142305,P01042,train,-,1,2ch9A
55568,71541814,P43405,dev,-,1,4fl2A
13305,58299961,P11802,train,-,1,3g33C
26812,24971412,P04629,train,-,1,2ifgB
52471,44815437,P34998,train,-,1,4z9gC
1986,90643521,P24941,train,-,0,5lmkA
48319,1986,Q9BZP6,train,-,0,3rmeB
16031,1519965,O15305,train,-,0,2q4rA
39196,90654946,O15379,train,-,0,4a69B
931,1072696,P14598,train,-,0,1kq6A
57275,89969676,Q9Y5X9,dev,-,1,1n8sA
28906,5328160,P11362,train,-,1,1evtD
50152,444,P30926,train,-,1,6cnkE
26382,91618200,P04629,train,-,1,2ifgB
39090,86302520,Q9UKV0,train,-,1,2vqmA
36121,53328816,Q9Y233,train,-,1,4dffB
22292,791111,P53779,train,-,0,3ttjA
53096,2337993,O14672,dev,-,0,6be6D
33273,119089277,P48730,train,-,0,4kbcB
4884,664143,P05186,train,-,0,4kjgB
7113,118274149,O60563,test,seen,1,3tniB
16613,16124957,O14757,train,-,1,3tkiA
19711,658406,Q9GZU7,train,-,0,1ta0A
22749,71586079,Q00987,train,-,1,4xxbB
27892,59547778,P48067,train,-,1,4xptA
495,4017714,P14598,train,-,0,1kq6A
46512,121225837,O95271,train,-,1,5jhqD
3992,123165838,P56817,train,-,1,6ej3A
40055,86766559,P31751,train,-,1,5kcvA
16098,25181214,O15305,train,-,0,2q4rA
42658,89476793,P13866,test,seen,1,3dh4D
32998,49838517,P52333,train,-,1,3lxlA
3786,90413279,P56817,train,-,1,6ej3A
15100,76667327,Q7Z2W7,train,-,0,6bpqD
2353,5330054,P24941,train,-,1,5lmkA
41954,90643912,Q07343,train,-,1,4x0fB
44739,3058751,P31645,train,-,1,5i6zA
49911,156422,P51956,train,-,0,4b9dB
10845,224642,P07900,train,-,0,5fwpB
10697,2970515,P07900,train,-,0,5fwpB
36177,59326786,Q9Y233,train,-,1,4dffB
30410,5289257,P31749,train,-,1,4ejnA
1236,5281571,Q01970,dev,-,0,4gnkD
1247,9905412,P23219,train,-,0,1eqhB
8758,89789813,P35968,train,-,0,3v2aR
14990,86689219,P09619,dev,-,1,3mjgY
55714,25138167,P43405,test,unseen,0,4fl2A
49219,118206227,Q9NWZ3,train,-,1,4rmzB
35292,53244671,Q9Y233,train,-,1,4dffB
53352,45280912,O14672,test,unseen,0,6be6D
37805,3439,P04818,train,-,0,1hw4A
42090,11842994,P30291,train,-,0,2io6A
43480,44382714,P26010,train,-,1,3v4vD
23036,71586174,Q00987,train,-,1,4xxbB
31487,24819081,Q07820,train,-,0,2kbwA
18623,667157,P22736,train,-,0,2qw4D
29748,71093627,O00408,train,-,1,3ibjB
30001,9891835,P05106,train,-,1,3ijeB
3160,10578931,Q9UNQ0,train,-,0,6feqB
22362,120035,P53779,train,-,0,3ttjA
55719,10253089,P43405,test,unseen,0,4fl2A
40906,68005649,P21802,train,-,1,2psqB
44062,90413980,P53634,train,-,1,4oemA
53115,2410681,O14672,dev,-,0,6be6D
52409,126961592,Q08345,train,-,1,4ag4A
28490,6886605,Q96SD1,train,-,0,5ahoA
44560,24861250,P23975,train,-,1,4xpfA
31085,91895693,P49841,train,-,1,4iq6B
41477,71231471,Q06187,train,-,1,4xi2A
12791,2837730,P34949,train,-,0,5nw7A
52293,53247560,Q15349,train,-,1,3g51A
15772,699513,P31941,train,-,0,2m65A
23503,9565742,P55211,train,-,0,1jxqD
15438,1636023,P41145,train,-,0,6b73B
29504,57339860,P17948,test,seen,0,5t89Y
46842,90413158,P50750,train,-,1,4ec9A
9590,5328513,P12931,train,-,0,2h8hA
29295,10472175,P11511,train,-,1,5jl9A
32440,44600090,P29474,test,seen,0,5vvdD
7480,10111108,P00533,train,-,0,5xwdA
11203,91895736,Q86TI2,train,-,0,6eorD
36708,3440,Q96FL8,train,-,0,5yckA
40964,50940023,P21802,train,-,1,2psqB
16594,290208,O14757,train,-,0,3tkiA
18185,10724,P21397,train,-,0,2bxsB
48169,89755998,Q14680,train,-,1,4ixpA
49063,118206185,Q9NWZ3,train,-,1,4rmzB
19260,46943512,O14786,train,-,0,4gzaH
39055,5166,O15264,train,-,0,4mygB
12369,848793,Q15788,train,-,0,5nwxA
27788,5308538,P42224,train,-,0,1yvlB
53326,60158625,O14672,test,unseen,0,6be6D
2653,45381306,P24941,test,seen,1,5lmkA
31362,46903215,P41235,train,-,0,4iqrF
34403,118365237,P28482,train,-,1,4qpaB
54582,897909,P78536,dev,-,0,3g42D
37487,15986418,Q8WUI4,dev,-,0,3znsC
29554,90656208,P36897,train,-,1,3kcfE
56959,25190914,Q14164,dev,-,0,4iwqA
16151,2328641,O15305,dev,-,0,2q4rA
49927,178060,P12955,dev,-,0,2oknB
6878,66936963,O60563,train,-,1,3tniB
14810,5330543,P09619,train,-,0,3mjgY
44750,56848323,P31645,dev,-,1,5i6zA
54328,49800098,P11712,test,unseen,0,5x23A
15831,6886701,P31941,train,-,0,2m65A
833,823623,P14598,train,-,0,1kq6A
26901,67501550,P04629,train,-,1,2ifgB
14687,616443,P09619,train,-,0,3mjgY
20434,44332664,P06493,train,-,1,4yc6G
11505,75246082,Q8NER1,train,-,0,5is0E
1450,10761459,P23219,train,-,0,1eqhB
22455,4336986,P53779,train,-,0,3ttjA
2526,5330027,P24941,train,-,1,5lmkA
33490,92044834,P28482,train,-,1,4qpaB
12761,666040,P34949,train,-,0,5nw7A
8798,44246321,P35968,train,-,0,3v2aR
1572,10762141,P23219,train,-,0,1eqhB
19981,44818404,P06493,train,-,0,4yc6G
8404,46888738,O76074,train,-,1,3bjcA
48621,71110835,P31639,train,-,1,2xq2A
42355,90683537,P13866,train,-,1,3dh4D
4626,753564,P05186,train,-,0,4kjgB
56757,10613858,P04626,dev,-,0,3rcdD
27070,10575845,P24530,train,-,0,5xprA
45018,15984101,P05556,train,-,1,4wk4B
14524,44315423,Q05655,train,-,1,1xjdA
55377,66959565,P43405,dev,-,1,4fl2A
50552,50940253,P22607,dev,-,1,4k33A
5780,2267185,Q04637,train,-,0,1ug3B
22300,645818,P53779,train,-,0,3ttjA
49233,90272102,Q9NWZ3,train,-,1,4rmzB
38237,67476222,O15530,train,-,1,1uu8A
29261,6028923,P11511,train,-,0,5jl9A
2031,179571,P24941,train,-,0,5lmkA
41255,86282639,Q99572,train,-,1,5u2hB
35581,59326846,Q9Y233,train,-,1,4dffB
2699,10505479,P00750,train,-,0,1tpgA
8972,67042585,P35968,train,-,1,3v2aR
49135,118206766,Q9NWZ3,train,-,1,4rmzB
2955,2855283,P35236,train,-,0,1zc0A
44147,90430386,P53634,train,-,1,4oemA
50289,68169925,P22607,train,-,1,4k33A
33492,89536043,P28482,train,-,1,4qpaB
20561,53861077,P17612,train,-,0,4ae9B
46292,44315123,P24723,train,-,1,3txoA
19707,2591248,Q9GZU7,train,-,0,1ta0A
48347,74221131,O75173,train,-,1,3b2zH
42759,10015450,P12821,train,-,0,4bzsB
13126,53379235,P11802,train,-,1,3g33C
4955,91457943,P05186,train,-,0,4kjgB
49468,118206955,Q9NWZ3,train,-,1,4rmzB
49603,118206402,Q9NWZ3,test,seen,1,4rmzB
56097,58071905,P43405,test,unseen,1,4fl2A
54735,45479946,P78536,test,unseen,0,3g42D
51324,44353466,P19793,train,-,1,3e00A
44180,89471789,P53634,train,-,1,4oemA
21878,89919189,P68400,test,seen,1,4md8H
57684,10790827,P25103,dev,-,1,2ksbA
30523,89450723,P31749,train,-,1,4ejnA
56354,11389737,P10635,dev,-,0,5tfuD
2731,143036,P35236,train,-,0,1zc0A
24290,68109165,P11309,train,-,1,4rpvA
11217,91895848,Q86TI2,train,-,0,6eorD
41904,25116541,Q07343,train,-,1,4x0fB
45432,90645194,Q9P289,dev,-,0,3ggfB
26599,45274051,P04629,train,-,1,2ifgB
28304,68081955,Q96GD4,test,seen,1,4af3A
30055,1405137,P84022,train,-,0,1khxA
54866,5866130,P78536,test,unseen,0,3g42D
27322,10369004,P14416,train,-,1,6cm4A
33134,58177336,P52333,train,-,1,3lxlA
56275,60147016,P43405,test,unseen,1,4fl2A
27401,11416868,P09960,train,-,1,5fwqA
27049,9957225,P24530,train,-,0,5xprA
50301,89711847,P22607,train,-,1,4k33A
40988,68006477,P21802,train,-,1,2psqB
20871,16118191,P06239,train,-,1,2hckB
17570,89721870,P27986,train,-,0,5m6uB
39931,66555817,P31751,train,-,1,5kcvA
42282,91808200,P13866,train,-,0,3dh4D
40668,24768395,P10721,train,-,0,2ec8A
51483,59192959,P11597,train,-,1,4f2aA
28604,5327874,P11362,train,-,0,1evtD
51182,10411988,P28223,train,-,1,6bqhA
53641,90654072,P03372,dev,-,1,2ocfA
4388,72705389,P56817,train,-,1,6ej3A
44689,49805149,P31645,train,-,1,5i6zA
5573,164981,Q04637,train,-,0,1ug3B
7545,836,P00533,train,-,0,5xwdA
50963,117793104,Q9HBH9,dev,-,1,2ac3A
48556,10359073,Q14831,train,-,0,2e4zA
39378,11640926,P45984,train,-,1,3npcB
56139,58071903,P43405,test,unseen,1,4fl2A
39529,117653282,Q96S37,train,-,1,4j05B
11641,71610545,Q8NER1,train,-,1,5is0E
6845,70793995,O60563,train,-,1,3tniB
39691,89086570,Q15910,train,-,1,6c24C
6947,118274482,O60563,train,-,1,3tniB
683,91896747,P14598,train,-,0,1kq6A
36666,762810,O00255,train,-,0,6b41A
48083,66716371,Q14680,train,-,1,4ixpA
38870,123807,P30542,train,-,1,5uenB
20074,5330822,P06493,train,-,0,4yc6G
18317,16312301,P00519,train,-,0,1oplB
14695,743942,P09619,train,-,0,3mjgY
11581,89646627,Q8NER1,train,-,0,5is0E
33426,118045720,P28482,train,-,1,4qpaB
41602,122198108,Q06187,train,-,1,4xi2A
55122,71233643,P43405,dev,-,1,4fl2A
30180,57378518,P31749,train,-,0,4ejnA
28942,68005137,P11362,train,-,1,1evtD
16853,69082641,P08235,train,-,1,4tntB
18558,126961590,P00519,test,seen,1,1oplB
33076,67481518,P52333,train,-,1,3lxlA
38994,89823575,P41597,train,-,1,5t1aA
18355,5330286,P00519,train,-,0,1oplB
31846,58881861,P45983,train,-,0,2xs0A
4537,3111693,Q9HC97,train,-,0,5xszA
49778,68004121,O00421,train,-,1,5uiwA
16474,91895629,Q00535,train,-,1,3o0gB
34780,118380915,P28482,test,seen,1,4qpaB
56266,68296624,P43405,test,unseen,1,4fl2A
5828,711385,Q04637,train,-,0,1ug3B
37417,4483668,P11142,train,-,0,3c7nB
37471,90654947,Q8WUI4,train,-,0,3znsC
32756,86302097,P52333,train,-,1,3lxlA
50839,11712649,Q9HBH9,train,-,1,2ac3A
13730,2346426,Q9HC16,train,-,0,2mzzA
54153,91669042,P11712,dev,-,0,5x23A
36460,91799522,Q9Y233,train,-,1,4dffB
1388,443378,P23219,train,-,0,1eqhB
9006,5329867,P35968,train,-,1,3v2aR
49483,121238014,Q9NWZ3,train,-,1,4rmzB
322,58522533,Q05397,dev,-,1,2j0jA
43809,16043242,P35916,train,-,1,4aseA
57279,70811871,Q9Y5X9,dev,-,1,1n8sA
49331,118206422,Q9NWZ3,train,-,1,4rmzB
19938,53465217,Q96IY4,train,-,1,3d67C
43977,90430800,P53634,train,-,1,4oemA
3629,91899481,P56817,train,-,0,6ej3A
56897,58483592,P50053,dev,-,0,2hw1A
45890,57380511,Q92769,dev,-,0,4bkxB
578,4048808,P14598,train,-,0,1kq6A
19833,4065991,Q9GZU7,train,-,0,1ta0A
52658,23648256,Q92847,train,-,1,4xeeA
3361,5283102,Q9UBE0,train,-,0,3kydA
38689,604599,O43353,train,-,0,6fu5B
14030,24979275,Q9HC16,test,seen,0,2mzzA
31982,11553156,P45983,train,-,1,2xs0A
5164,23647349,Q16539,train,-,1,3mptA
52627,11430583,Q92847,train,-,1,4xeeA
9893,74930867,P12931,train,-,1,2h8hA
32812,58293190,P52333,train,-,1,3lxlA
29905,11626927,O14920,test,seen,0,4e3cF
30044,9812185,P05106,test,seen,0,3ijeB
50853,117793097,Q9HBH9,train,-,1,2ac3A
29125,90344156,P11362,dev,-,1,1evtD
27320,21186186,P14416,train,-,1,6cm4A
23694,50904180,P37231,train,-,1,3e00D
56778,44279343,P04626,dev,-,1,3rcdD
27646,1548697,Q15149,test,seen,0,5j1iB
862,4888749,P14598,train,-,0,1kq6A
25910,71620892,P04049,train,-,1,3omvB
1123,6241261,Q01970,train,-,0,4gnkD
29776,89968393,O00408,train,-,1,3ibjB
12009,10008231,P24557,train,-,0,5vcgA
8064,10613858,P00533,test,seen,0,5xwdA
55552,71237857,P43405,dev,-,1,4fl2A
25768,71145630,O15151,dev,-,0,4rxzB
44086,90430639,P53634,train,-,1,4oemA
20737,44331665,P06239,train,-,0,2hckB
51498,118062996,Q9UKE5,train,-,1,2x7fE
5066,54766932,Q16539,train,-,0,3mptA
23181,24823738,Q02763,train,-,0,4k0vA
33951,118365261,P28482,train,-,1,4qpaB
42693,44473023,Q04759,train,-,1,1xjdA
38587,53804404,P23946,train,-,0,1kltA
42194,90231915,Q99683,train,-,1,4bhnB
10947,1472857,P55055,train,-,0,1upwA
15256,91937503,Q7Z2W7,dev,-,1,6bpqD
18253,123131730,P21397,dev,-,0,2bxsB
22283,2189197,P53779,train,-,0,3ttjA
5687,644889,Q04637,train,-,0,1ug3B
30202,606000,P31749,train,-,0,4ejnA
48718,71076881,P31639,train,-,1,2xq2A
12435,2317973,P34949,train,-,0,5nw7A
20332,5330800,P06493,train,-,1,4yc6G
7660,44273654,P00533,train,-,0,5xwdA
20138,156422,P06493,train,-,0,4yc6G
5153,23433741,Q16539,train,-,1,3mptA
54688,9936469,P78536,dev,-,1,3g42D
34047,92044722,P28482,train,-,1,4qpaB
27820,1898255,P42224,dev,-,0,1yvlB
48064,89753973,Q14680,train,-,1,4ixpA
32298,57335201,P25774,train,-,1,2c0yA
9630,90645243,P12931,train,-,0,2h8hA
50327,68005283,P22607,train,-,1,4k33A
37758,16118537,Q13255,train,-,1,3ks9B
8182,3240395,Q06609,train,-,0,5nwlN
9691,59837611,P12931,train,-,0,2h8hA
31683,3080635,P09917,train,-,0,3o8yB
19367,868151,O14786,train,-,0,4gzaH
8645,10207842,P35968,train,-,0,3v2aR
26850,67500908,P04629,train,-,1,2ifgB
43207,71534975,P08581,train,-,1,2uzyD
53878,10480448,P03372,test,unseen,1,2ocfA
7217,50496,Q9Y4P1,train,-,0,2d1iB
53615,10164635,P03372,dev,-,1,2ocfA
48470,57697979,Q13946,train,-,1,4y2bA
53112,3930992,O14672,dev,-,0,6be6D
56190,70978191,P43405,test,unseen,1,4fl2A
20894,11283174,P06239,train,-,1,2hckB
41691,91754620,Q06187,train,-,1,4xi2A
38515,124222181,Q9UBN7,train,-,1,5g0iB
48044,86692925,Q14680,train,-,1,4ixpA
2769,4591820,P35236,train,-,0,1zc0A
45108,71450180,Q9UBL9,train,-,0,5svtA
26813,90683996,P04629,train,-,1,2ifgB
9194,5329422,P35968,train,-,1,3v2aR
38407,71231828,Q9UBN7,train,-,0,5g0iB
912,4249556,P14598,train,-,0,1kq6A
56497,46830336,P10635,dev,-,0,5tfuD
38909,4220296,P04156,train,-,0,4kmlA
8658,57339865,P35968,train,-,0,3v2aR
32079,2129439,P25774,train,-,0,2c0yA
13851,91898308,Q9HC16,train,-,0,2mzzA
1404,9882419,P23219,train,-,0,1eqhB
22478,76332983,P53779,train,-,0,3ttjA
38682,1080347,O43353,train,-,0,6fu5B
48040,86692941,Q14680,train,-,1,4ixpA
23013,71678434,Q00987,train,-,1,4xxbB
25243,90644773,P05177,dev,-,0,2hi4A
1366,90643690,P23219,train,-,0,1eqhB
46875,59509001,P50750,train,-,1,4ec9A
4583,16282645,Q9HC97,train,-,0,5xszA
15358,25270198,Q8NET8,train,-,0,5is0E
46098,5281426,P14679,train,-,0,5m8tD
34668,118381181,P28482,train,-,1,4qpaB
30231,89450301,P31749,train,-,1,4ejnA
12948,403993,P11802,train,-,0,3g33C
17297,10072852,P00374,train,-,1,1hfqA
9301,10273854,P35968,train,-,1,3v2aR
20838,11200510,P06239,train,-,1,2hckB
40813,52934259,P10721,dev,-,1,2ec8A
90,58522666,Q05397,train,-,1,2j0jA
56362,67199021,P10635,dev,-,0,5tfuD
34147,70848042,P28482,train,-,1,4qpaB
33549,118046023,P28482,train,-,1,4qpaB
55296,71235747,P43405,dev,-,1,4fl2A
2995,2947276,P03951,train,-,0,2f83A
57996,54741405,Q96KS0,dev,-,1,5v1bA
2002,5280953,P24941,train,-,0,5lmkA
54530,2202953,P78536,dev,-,0,3g42D
55551,118023095,P43405,dev,-,1,4fl2A
56414,49831257,P10635,dev,-,0,5tfuD
43655,121237960,P50579,train,-,1,1b6aA
18368,721596,P00519,train,-,0,1oplB
13936,2947325,Q9HC16,train,-,0,2mzzA
56366,11378800,P10635,dev,-,0,5tfuD
24227,90656760,P11309,train,-,1,4rpvA
31311,90655491,P00749,train,-,0,2vntF
5939,1780,Q04637,test,seen,0,1ug3B
3442,1435145,Q9UBE0,train,-,0,3kydA
50455,68169812,P22607,train,-,1,4k33A
5206,22242056,Q16539,train,-,1,3mptA
41405,69670353,Q06187,train,-,1,4xi2A
41431,71230778,Q06187,train,-,1,4xi2A
54817,49795593,P78536,test,unseen,0,3g42D
20222,44819480,P06493,train,-,0,4yc6G
54952,24860426,P78536,test,unseen,1,3g42D
34104,92044734,P28482,train,-,1,4qpaB
14434,15153347,P22303,train,-,1,4bdtA
54137,46938097,P11712,dev,-,0,5x23A
38819,2873127,P30305,train,-,0,1qb0A
8398,11568346,O76074,train,-,1,3bjcA
41045,21891031,P30530,train,-,0,5u6bD
25365,16090308,P10275,train,-,1,5cj6A
42853,15065454,Q99720,train,-,1,5hk2C
33400,92044605,P28482,train,-,1,4qpaB
19153,1750684,O14786,train,-,0,4gzaH
22104,44329352,P32239,train,-,1,5zbhA
42387,71287722,P13866,train,-,1,3dh4D
44077,90430745,P53634,train,-,1,4oemA
8533,46888578,O76074,train,-,1,3bjcA
41768,3062316,Q9UK17,train,-,0,2i2rL
5232,10295799,Q16539,train,-,1,3mptA
40087,86766552,P31751,train,-,1,5kcvA
9625,5329205,P12931,train,-,0,2h8hA
36627,1953519,P30304,train,-,0,1c25A
46532,121494175,O95271,test,seen,1,5jhqD
10642,5328134,P06213,train,-,0,6cebB
51530,118062265,Q9UKE5,train,-,1,2x7fE
1179,60159039,Q01970,train,-,0,4gnkD
24749,915564,O95551,train,-,0,5inoB
48495,57697919,Q13946,dev,-,1,4y2bA
26123,71456106,P35372,train,-,1,6ddfR
53519,1282086,P03372,dev,-,0,2ocfA
29284,11337407,P11511,train,-,1,5jl9A
11190,16049476,P55055,dev,-,1,1upwA
10309,73296910,P12931,train,-,1,2h8hA
43768,11641129,P50579,dev,-,1,1b6aA
43757,121237997,P50579,train,-,1,1b6aA
5804,3797905,Q04637,train,-,0,1ug3B
35968,58548323,Q9Y233,train,-,1,4dffB
49195,90272130,Q9NWZ3,train,-,1,4rmzB
2298,5330756,P24941,train,-,1,5lmkA
29397,2052838,Q14123,train,-,0,1tazA
24391,59226432,P11309,train,-,1,4rpvA
22521,659277,P53779,dev,-,0,3ttjA
40894,44265546,P08575,train,-,0,1yguB
151,58522628,Q05397,train,-,1,2j0jA
36804,1135867,P21554,train,-,0,5u09A
35623,91799518,Q9Y233,train,-,1,4dffB
5641,1262254,Q04637,train,-,0,1ug3B
42380,90657018,P13866,train,-,1,3dh4D
1358,10740567,P23219,train,-,0,1eqhB
11750,89646953,Q8NER1,train,-,1,5is0E
15232,91937501,Q7Z2W7,train,-,1,6bpqD
20060,44819483,P06493,train,-,0,4yc6G
39309,77846836,O15379,train,-,1,4a69B
4739,5994065,P05186,train,-,0,4kjgB
23022,89720046,Q00987,train,-,1,4xxbB
40724,16043242,P10721,train,-,1,2ec8A
21921,19766234,P32239,train,-,0,5zbhA
48857,58994383,P07333,train,-,1,4liqE
13818,781894,Q9HC16,train,-,0,2mzzA
5561,9550139,Q04637,train,-,0,1ug3B
2489,23645076,P24941,train,-,1,5lmkA
46106,49843531,O96013,train,-,0,5uplA
8916,51001122,P35968,train,-,1,3v2aR
42510,89477044,P13866,train,-,1,3dh4D
24923,123131761,P27338,train,-,0,2c75B
29161,5328181,P11362,test,seen,1,1evtD
5655,2013382,Q04637,train,-,0,1ug3B
12903,5330914,P11802,train,-,0,3g33C
28662,71579325,P11362,train,-,0,1evtD
19319,2373592,O14786,train,-,0,4gzaH
13185,58300197,P11802,train,-,1,3g33C
25563,68295176,P10619,train,-,0,4cibA
12217,10074653,P24557,dev,-,1,5vcgA
3829,66559014,P56817,train,-,1,6ej3A
6153,5228434,O00482,train,-,0,3tx7B
11704,70652930,Q8NER1,train,-,1,5is0E
34242,118369722,P28482,train,-,1,4qpaB
49332,68328953,Q9NWZ3,train,-,1,4rmzB
10590,867624,Q9HC29,train,-,0,5irnA
21529,57664212,P68400,train,-,1,4md8H
28553,91896402,Q96SD1,train,-,0,5ahoA
29447,6419387,P17948,train,-,1,5t89Y
16047,689101,O15305,train,-,0,2q4rA
4700,1631117,P05186,train,-,0,4kjgB
14476,10039959,Q05655,train,-,0,1xjdA
31977,71208501,P45983,train,-,1,2xs0A
46195,122164750,P33981,train,-,1,2zmcA
40013,56644406,P31751,train,-,1,5kcvA
3903,90415722,P56817,train,-,1,6ej3A
30688,11996779,P31749,train,-,1,4ejnA
13495,5330358,P11802,train,-,1,3g33C
911,719673,P14598,train,-,0,1kq6A
54862,91899699,P78536,test,unseen,0,3g42D
40512,68297193,Q9GZT9,train,-,0,5ox6A
38499,71468672,Q9UBN7,train,-,1,5g0iB
39034,89823537,P41597,dev,-,1,5t1aA
28798,68005346,P11362,train,-,1,1evtD
19764,795234,Q9GZU7,train,-,0,1ta0A
45932,6435415,Q8TCC7,train,-,0,4gc0A
26545,45274022,P04629,train,-,1,2ifgB
35257,71534749,Q9Y233,train,-,1,4dffB
35303,69671049,Q9Y233,train,-,1,4dffB
56840,123131601,P23141,test,unseen,1,1mx9L
36033,58548203,Q9Y233,train,-,1,4dffB
19804,6897558,Q9GZU7,train,-,0,1ta0A
17681,5584,O15245,train,-,0,4ldsB
37860,59492717,Q15119,train,-,0,5j71A
48883,118009830,P07333,train,-,1,4liqE
48031,68091925,Q14680,train,-,1,4ixpA
48383,59824341,Q13946,train,-,1,4y2bA
41990,11740543,P08709,train,-,0,5u6jH
57443,89962465,Q9Y5X9,test,unseen,1,1n8sA
56589,25207521,P10635,test,unseen,0,5tfuD
41345,86716254,Q99572,train,-,1,5u2hB
2080,58315410,P24941,train,-,0,5lmkA
41051,21891162,P30530,train,-,0,5u6bD
20556,91899445,P17612,train,-,0,4ae9B
21931,13953698,P32239,train,-,0,5zbhA
19357,44142032,O14786,train,-,0,4gzaH
36830,3151382,P21554,train,-,0,5u09A
18009,3520383,P51843,train,-,0,3f5cC
28077,91808738,Q96GD4,train,-,1,4af3A
17816,10346937,P27815,train,-,0,4x0fB
2766,16654716,P35236,train,-,0,1zc0A
5213,73296321,Q16539,train,-,1,3mptA
24095,70560249,P11309,train,-,1,4rpvA
30203,89651262,P31749,train,-,0,4ejnA
43946,90443284,P53634,train,-,1,4oemA
39941,86766535,P31751,train,-,1,5kcvA
803,5761537,P14598,train,-,0,1kq6A
41708,90644803,Q06187,train,-,1,4xi2A
38618,46853765,P23946,train,-,1,1kltA
20091,9910609,P06493,train,-,0,4yc6G
26803,86767248,P04629,train,-,1,2ifgB
22654,71585982,Q00987,train,-,1,4xxbB
15231,91937465,Q7Z2W7,train,-,1,6bpqD
13969,970822,Q9HC16,train,-,0,2mzzA
27328,4748,P14416,train,-,1,6cm4A
11761,72206432,Q8NER1,train,-,1,5is0E
38933,44319486,P04062,train,-,0,5lvxD
5167,71547929,Q16539,train,-,1,3mptA
22728,86766866,Q00987,train,-,1,4xxbB
29865,10109823,O14920,train,-,0,4e3cF
56506,104850,P10635,dev,-,1,5tfuD
52677,90656783,Q99538,train,-,1,4fguB
47976,68298551,Q14680,train,-,1,4ixpA
6739,86579932,O60563,train,-,0,3tniB
12496,3000005,P34949,train,-,0,5nw7A
6046,11576852,P29466,train,-,0,3e4cB
10338,5328514,P12931,dev,-,0,2h8hA
488,16745799,P14598,train,-,0,1kq6A
14989,71722076,P09619,dev,-,1,3mjgY
36672,17487439,O00255,train,-,0,6b41A
36778,86294278,Q92793,test,seen,0,5u7gB
1150,2965985,Q01970,train,-,0,4gnkD
48119,89753983,Q14680,train,-,1,4ixpA
46846,90411966,P50750,train,-,1,4ec9A
